,Open Time,Open,High,Low,Close,Volume,Name,Haiking Average
75,2021-11-02 18:45:00,4492.71000000,4504.00000000,4490.90000000,4496.88000000,,15M22,4496.1224999999995
76,2021-11-02 19:00:00,4496.88000000,4506.95000000,4491.04000000,4495.61000000,,15M21,4497.62
77,2021-11-02 19:15:00,4495.61000000,4518.44000000,4491.62000000,4516.76000000,,15M20,4505.607499999999
78,2021-11-02 19:30:00,4516.75000000,4519.64000000,4506.05000000,4508.76000000,,15M19,4512.8
79,2021-11-02 19:45:00,4508.77000000,4513.40000000,4500.40000000,4509.00000000,,15M18,4507.8925
80,2021-11-02 20:00:00,4508.99000000,4528.51000000,4496.18000000,4527.26000000,,15M17,4515.235000000001
81,2021-11-02 20:15:00,4527.26000000,4528.07000000,4511.47000000,4512.28000000,,15M16,4519.77
82,2021-11-02 20:30:00,4512.29000000,4518.26000000,4489.59000000,4517.31000000,,15M15,4509.3625
83,2021-11-02 20:45:00,4517.32000000,4518.53000000,4497.41000000,4499.63000000,,15M14,4508.2225
84,2021-11-02 21:00:00,4499.44000000,4500.00000000,4479.46000000,4487.89000000,,15M13,4491.6975
85,2021-11-02 21:15:00,4487.90000000,4515.00000000,4483.44000000,4513.63000000,,15M12,4499.992499999999
86,2021-11-02 21:30:00,4513.62000000,4526.57000000,4509.08000000,4513.75000000,,15M11,4515.754999999999
87,2021-11-02 21:45:00,4513.75000000,4528.00000000,4513.74000000,4527.04000000,,15M10,4520.6325
88,2021-11-02 22:00:00,4527.04000000,4554.02000000,4516.69000000,4534.29000000,,15M9,4533.01
89,2021-11-02 22:15:00,4534.29000000,4556.00000000,4530.66000000,4555.73000000,,15M8,4544.17
90,2021-11-02 22:30:00,4555.72000000,4556.75000000,4543.51000000,4547.22000000,,15M7,4550.8
91,2021-11-02 22:45:00,4547.23000000,4551.46000000,4535.08000000,4544.33000000,,15M6,4544.525
92,2021-11-02 23:00:00,4544.33000000,4564.99000000,4541.62000000,4563.18000000,,15M5,4553.53
93,2021-11-02 23:15:00,4563.18000000,4576.24000000,4550.04000000,4559.97000000,,15M4,4562.3575
94,2021-11-02 23:30:00,4559.73000000,4597.12000000,4559.00000000,4591.87000000,,15M3,4576.929999999999
95,2021-11-02 23:45:00,4591.86000000,4599.60000000,4579.69000000,4589.89000000,,15M2,4590.26
96,2021-11-03 00:00:00,4589.68000000,4599.93000000,4571.67000000,4578.13000000,,15M1,4584.852500000001
