,Open Time,Open,High,Low,Close,Volume,Name,Haiking Average
0,2021-10-08 00:00:00,3587.47000000,3695.00000000,3532.00000000,3563.13000000,403597.14370000,D14,3594.4
1,2021-10-09 00:00:00,3563.13000000,3635.00000000,3538.07000000,3574.82000000,361906.75140000,D13,3577.755
2,2021-10-10 00:00:00,3574.83000000,3604.00000000,3405.00000000,3414.22000000,580223.63020000,D12,3499.5125
3,2021-10-11 00:00:00,3414.22000000,3623.80000000,3371.00000000,3542.12000000,493521.88200000,D11,3487.785
4,2021-10-12 00:00:00,3542.12000000,3547.11000000,3403.21000000,3491.46000000,409377.19180000,D10,3495.9750000000004
5,2021-10-13 00:00:00,3491.43000000,3613.00000000,3412.70000000,3607.42000000,393463.12220000,D9,3531.1375
6,2021-10-14 00:00:00,3607.41000000,3824.00000000,3586.04000000,3790.82000000,481894.14730000,D8,3702.0675
7,2021-10-15 00:00:00,3790.82000000,3907.77000000,3734.10000000,3868.99000000,504321.73200000,D7,3825.42
8,2021-10-16 00:00:00,3868.38000000,3971.00000000,3803.56000000,3829.96000000,373727.85490000,D6,3868.225
9,2021-10-17 00:00:00,3829.96000000,3919.19000000,3640.00000000,3846.85000000,368898.98310000,D5,3809.0
10,2021-10-18 00:00:00,3847.00000000,3893.14000000,3676.00000000,3744.96000000,401819.97340000,D4,3790.275
11,2021-10-19 00:00:00,3744.96000000,3886.89000000,3732.00000000,3877.03000000,341268.37230000,D3,3810.22
12,2021-10-20 00:00:00,3876.98000000,4169.00000000,3828.05000000,4161.15000000,537383.09732000,D2,4008.795
13,2021-10-21 00:00:00,4161.37000000,4375.00000000,4013.13000000,4052.99000000,798566.55805000,D1,4150.6225
0,2021-10-15 00:00:00,3790.82000000,3839.89000000,3734.10000000,3820.92000000,,4H37,3796.4325
1,2021-10-15 04:00:00,3820.93000000,3859.60000000,3795.72000000,3805.05000000,,4H36,3820.325
2,2021-10-15 08:00:00,3805.05000000,3809.17000000,3744.01000000,3778.64000000,,4H35,3784.2175
3,2021-10-15 12:00:00,3778.65000000,3833.45000000,3765.11000000,3791.09000000,,4H34,3792.075
4,2021-10-15 16:00:00,3791.09000000,3891.39000000,3788.88000000,3848.90000000,,4H33,3830.0649999999996
5,2021-10-15 20:00:00,3848.91000000,3907.77000000,3820.87000000,3868.99000000,,4H32,3861.635
6,2021-10-16 00:00:00,3868.38000000,3872.98000000,3823.04000000,3842.95000000,,4H31,3851.8374999999996
7,2021-10-16 04:00:00,3842.95000000,3867.82000000,3832.22000000,3853.72000000,,4H30,3849.1775
8,2021-10-16 08:00:00,3853.71000000,3966.00000000,3850.15000000,3956.75000000,,4H29,3906.6524999999997
9,2021-10-16 12:00:00,3956.75000000,3971.00000000,3876.06000000,3907.64000000,,4H28,3927.8624999999997
10,2021-10-16 16:00:00,3907.64000000,3914.75000000,3832.07000000,3838.99000000,,4H27,3873.3624999999997
11,2021-10-16 20:00:00,3839.06000000,3853.32000000,3803.56000000,3829.96000000,,4H26,3831.475
12,2021-10-17 00:00:00,3829.96000000,3888.58000000,3805.12000000,3878.16000000,,4H25,3850.455
13,2021-10-17 04:00:00,3878.11000000,3919.19000000,3854.00000000,3877.48000000,,4H24,3882.195
14,2021-10-17 08:00:00,3877.47000000,3910.00000000,3856.88000000,3858.79000000,,4H23,3875.785
15,2021-10-17 12:00:00,3858.80000000,3875.00000000,3765.96000000,3788.21000000,,4H22,3821.9925000000003
16,2021-10-17 16:00:00,3788.21000000,3814.58000000,3755.51000000,3766.35000000,,4H21,3781.1625
17,2021-10-17 20:00:00,3766.36000000,3862.92000000,3640.00000000,3846.85000000,,4H20,3779.0325000000003
18,2021-10-18 00:00:00,3847.00000000,3893.14000000,3832.00000000,3852.77000000,,4H19,3856.2275
19,2021-10-18 04:00:00,3852.96000000,3886.56000000,3834.24000000,3837.52000000,,4H18,3852.8199999999997
20,2021-10-18 08:00:00,3837.81000000,3861.60000000,3704.52000000,3745.45000000,,4H17,3787.3450000000003
21,2021-10-18 12:00:00,3745.70000000,3821.74000000,3676.00000000,3761.00000000,,4H16,3751.1099999999997
22,2021-10-18 16:00:00,3761.00000000,3779.81000000,3695.17000000,3747.72000000,,4H15,3745.9249999999997
23,2021-10-18 20:00:00,3747.73000000,3766.78000000,3714.81000000,3744.96000000,,4H14,3743.57
24,2021-10-19 00:00:00,3744.96000000,3847.00000000,3732.00000000,3823.01000000,,4H13,3786.7425000000003
25,2021-10-19 04:00:00,3823.01000000,3845.00000000,3768.93000000,3809.51000000,,4H12,3811.6125
26,2021-10-19 08:00:00,3809.57000000,3819.38000000,3771.62000000,3798.13000000,,4H11,3799.675
27,2021-10-19 12:00:00,3798.14000000,3860.00000000,3741.55000000,3774.98000000,,4H10,3793.6674999999996
28,2021-10-19 16:00:00,3774.99000000,3839.21000000,3774.49000000,3816.48000000,,4H9,3801.2925
29,2021-10-19 20:00:00,3816.47000000,3886.89000000,3800.11000000,3877.03000000,,4H8,3845.125
30,2021-10-20 00:00:00,3876.98000000,3901.36000000,3842.00000000,3844.24000000,,4H7,3866.145
31,2021-10-20 04:00:00,3844.24000000,3861.61000000,3828.05000000,3858.27000000,,4H6,3848.0425000000005
32,2021-10-20 08:00:00,3858.27000000,3872.91000000,3845.00000000,3861.01000000,,4H5,3859.2975
33,2021-10-20 12:00:00,3861.01000000,4081.00000000,3859.18000000,4080.99000000,,4H4,3970.545
