,Open Time,Open,High,Low,Close,Volume,Name,Haiking Average
0,2021-10-08 00:00:00,53785.22000000,56100.00000000,53617.61000000,53951.43000000,46160.25785000,D14,54363.565
1,2021-10-09 00:00:00,53955.67000000,55489.00000000,53661.67000000,54949.72000000,55177.08013000,D13,54514.015
2,2021-10-10 00:00:00,54949.72000000,56561.31000000,54080.00000000,54659.00000000,89237.83612800,D12,55062.5075
3,2021-10-11 00:00:00,54659.01000000,57839.04000000,54415.06000000,57471.35000000,52933.16575100,D11,56096.115
4,2021-10-12 00:00:00,57471.35000000,57680.00000000,53879.00000000,55996.93000000,53471.28550000,D10,56256.82
5,2021-10-13 00:00:00,55996.91000000,57777.00000000,54167.19000000,57367.00000000,55808.44492000,D9,56327.025
6,2021-10-14 00:00:00,57370.83000000,58532.54000000,56818.05000000,57347.94000000,43053.33678100,D8,57517.34
7,2021-10-15 00:00:00,57347.94000000,62933.00000000,56850.00000000,61672.42000000,82512.90802200,D7,59700.84
8,2021-10-16 00:00:00,61672.42000000,62378.42000000,60150.00000000,60875.57000000,35467.88096000,D6,61269.10249999999
9,2021-10-17 00:00:00,60875.57000000,61718.39000000,58963.00000000,61528.33000000,39099.24124000,D5,60771.322499999995
10,2021-10-18 00:00:00,61528.32000000,62695.78000000,59844.45000000,62009.84000000,51798.44844000,D4,61519.5975
11,2021-10-19 00:00:00,62005.60000000,64486.00000000,61322.22000000,64280.59000000,53628.10774400,D3,63023.6025
12,2021-10-20 00:00:00,64280.59000000,67000.00000000,63481.40000000,66001.41000000,51428.93485600,D2,65190.85
13,2021-10-21 00:00:00,66001.40000000,66639.74000000,62000.00000000,62193.15000000,68538.64537000,D1,64208.572499999995
0,2021-10-15 00:00:00,57347.94000000,59453.75000000,56850.00000000,59431.71000000,,4H37,58270.85
1,2021-10-15 04:00:00,59431.70000000,59998.00000000,59142.86000000,59231.50000000,,4H36,59451.015
2,2021-10-15 08:00:00,59231.50000000,59537.61000000,58739.17000000,59527.99000000,,4H35,59259.06749999999
3,2021-10-15 12:00:00,59527.99000000,60361.50000000,59187.66000000,60038.36000000,,4H34,59778.8775
4,2021-10-15 16:00:00,60038.36000000,61880.00000000,60001.91000000,61446.32000000,,4H33,60841.6475
5,2021-10-15 20:00:00,61446.33000000,62933.00000000,60797.01000000,61672.42000000,,4H32,61712.19
6,2021-10-16 00:00:00,61672.42000000,61771.65000000,61120.00000000,61655.99000000,,4H31,61555.015
7,2021-10-16 04:00:00,61655.99000000,62378.42000000,61551.31000000,61733.96000000,,4H30,61829.92
8,2021-10-16 08:00:00,61733.96000000,62062.55000000,61324.79000000,61597.26000000,,4H29,61679.64000000001
9,2021-10-16 12:00:00,61597.26000000,61605.81000000,60398.73000000,60941.04000000,,4H28,61135.71
10,2021-10-16 16:00:00,60941.04000000,61215.64000000,60150.00000000,60834.34000000,,4H27,60785.255000000005
11,2021-10-16 20:00:00,60834.34000000,61300.00000000,60500.00000000,60875.57000000,,4H26,60877.4775
12,2021-10-17 00:00:00,60875.57000000,61405.94000000,60475.76000000,61115.85000000,,4H25,60968.28
13,2021-10-17 04:00:00,61115.86000000,61249.93000000,60299.33000000,60329.54000000,,4H24,60748.66499999999
14,2021-10-17 08:00:00,60329.54000000,61465.90000000,60322.85000000,60939.89000000,,4H23,60764.545
15,2021-10-17 12:00:00,60939.90000000,61326.64000000,60471.97000000,60764.12000000,,4H22,60875.6575
16,2021-10-17 16:00:00,60764.13000000,61080.00000000,60379.56000000,60519.48000000,,4H21,60685.792499999996
17,2021-10-17 20:00:00,60519.48000000,61718.39000000,58963.00000000,61528.33000000,,4H20,60682.3
18,2021-10-18 00:00:00,61528.32000000,62578.91000000,61406.27000000,62123.87000000,,4H19,61909.3425
19,2021-10-18 04:00:00,62123.87000000,62695.78000000,61775.38000000,61885.42000000,,4H18,62120.1125
20,2021-10-18 08:00:00,61885.43000000,62464.01000000,60579.02000000,60933.04000000,,4H17,61465.375
21,2021-10-18 12:00:00,60933.04000000,62213.73000000,59844.45000000,62003.03000000,,4H16,61248.5625
22,2021-10-18 16:00:00,62003.04000000,62377.73000000,61034.05000000,61434.63000000,,4H15,61712.3625
23,2021-10-18 20:00:00,61434.64000000,62104.72000000,61106.40000000,62009.84000000,,4H14,61663.9
24,2021-10-19 00:00:00,62005.60000000,62998.00000000,61526.62000000,62588.86000000,,4H13,62279.77
25,2021-10-19 04:00:00,62588.86000000,62820.20000000,61986.85000000,62297.06000000,,4H12,62423.2425
26,2021-10-19 08:00:00,62297.06000000,62574.42000000,61743.61000000,62128.39000000,,4H11,62185.869999999995
27,2021-10-19 12:00:00,62128.39000000,63278.61000000,61322.22000000,62395.99000000,,4H10,62281.3025
28,2021-10-19 16:00:00,62395.99000000,64299.00000000,62311.02000000,64177.15000000,,4H9,63295.79
29,2021-10-19 20:00:00,64170.58000000,64486.00000000,63590.00000000,64280.59000000,,4H8,64131.792499999996
30,2021-10-20 00:00:00,64280.59000000,64375.34000000,63699.60000000,63844.67000000,,4H7,64050.049999999996
31,2021-10-20 04:00:00,63844.67000000,64200.69000000,63481.40000000,63999.97000000,,4H6,63881.6825
32,2021-10-20 08:00:00,63999.98000000,64250.00000000,63697.69000000,63791.10000000,,4H5,63934.692500000005
33,2021-10-20 12:00:00,63788.00000000,67000.00000000,63760.00000000,66875.83000000,,4H4,65355.957500000004
34,2021-10-20 16:00:00,66875.84000000,66940.73000000,66104.32000000,66397.59000000,,4H3,66579.62
35,2021-10-20 20:00:00,66397.60000000,66444.47000000,65462.00000000,66001.41000000,,4H2,66076.37
36,2021-10-21 00:00:00,66001.40000000,66033.64000000,64062.82000000,65069.02000000,,4H1,65291.72
0,2021-10-18 00:00:00,61528.32000000,62471.53000000,61406.27000000,62460.75000000,,1H73,61966.7175
1,2021-10-18 01:00:00,62460.75000000,62578.91000000,62000.00000000,62098.05000000,,1H72,62284.427500000005
2,2021-10-18 02:00:00,62098.05000000,62329.34000000,61942.40000000,62106.21000000,,1H71,62119.0
3,2021-10-18 03:00:00,62106.21000000,62271.34000000,61881.00000000,62123.87000000,,1H70,62095.604999999996
4,2021-10-18 04:00:00,62123.87000000,62419.99000000,62000.01000000,62371.15000000,,1H69,62228.755000000005
5,2021-10-18 05:00:00,62371.16000000,62533.64000000,62245.39000000,62371.08000000,,1H68,62380.317500000005
6,2021-10-18 06:00:00,62371.07000000,62456.49000000,62124.65000000,62255.61000000,,1H67,62301.954999999994
7,2021-10-18 07:00:00,62255.62000000,62695.78000000,61775.38000000,61885.42000000,,1H66,62153.05
8,2021-10-18 08:00:00,61885.43000000,62464.01000000,61505.00000000,61807.94000000,,1H65,61915.595
9,2021-10-18 09:00:00,61807.93000000,62143.60000000,60579.02000000,61245.60000000,,1H64,61444.0375
10,2021-10-18 10:00:00,61245.59000000,61524.20000000,60627.59000000,61316.57000000,,1H63,61178.487499999996
11,2021-10-18 11:00:00,61316.54000000,61556.35000000,60700.00000000,60933.04000000,,1H62,61126.4825
12,2021-10-18 12:00:00,60933.04000000,61170.66000000,60270.00000000,60617.01000000,,1H61,60747.677500000005
13,2021-10-18 13:00:00,60617.01000000,61943.10000000,59844.45000000,61835.23000000,,1H60,61059.947499999995
14,2021-10-18 14:00:00,61835.22000000,62213.73000000,61604.99000000,62092.40000000,,1H59,61936.585
15,2021-10-18 15:00:00,62088.22000000,62200.00000000,61700.00000000,62003.03000000,,1H58,61997.8125
16,2021-10-18 16:00:00,62003.04000000,62377.73000000,61452.00000000,61820.77000000,,1H57,61913.385
17,2021-10-18 17:00:00,61820.78000000,62093.03000000,61712.86000000,61738.07000000,,1H56,61841.185
18,2021-10-18 18:00:00,61738.07000000,62050.00000000,61700.00000000,61850.01000000,,1H55,61834.520000000004
19,2021-10-18 19:00:00,61850.00000000,61850.02000000,61034.05000000,61434.63000000,,1H54,61542.175
20,2021-10-18 20:00:00,61434.64000000,61600.00000000,61110.00000000,61344.06000000,,1H53,61372.175
21,2021-10-18 21:00:00,61344.05000000,61881.78000000,61106.40000000,61794.91000000,,1H52,61531.784999999996
22,2021-10-18 22:00:00,61794.90000000,62099.85000000,61591.97000000,62075.00000000,,1H51,61890.43
23,2021-10-18 23:00:00,62075.00000000,62104.72000000,61824.26000000,62009.84000000,,1H50,62003.455
24,2021-10-19 00:00:00,62005.60000000,62337.04000000,61802.47000000,61857.74000000,,1H49,62000.7125
25,2021-10-19 01:00:00,61857.75000000,62015.00000000,61526.62000000,61826.96000000,,1H48,61806.5825
