,Open Time,Open,High,Low,Close,Volume
0,2021-11-01 00:00:00,4287.48000000,4315.00000000,4276.79000000,4310.69000000,5816.88810000
1,2021-11-01 00:15:00,4310.70000000,4323.35000000,4310.01000000,4314.94000000,3886.02180000
2,2021-11-01 00:30:00,4314.95000000,4322.77000000,4300.03000000,4300.48000000,4158.71570000
3,2021-11-01 00:45:00,4300.47000000,4318.43000000,4300.02000000,4317.03000000,2268.07330000
4,2021-11-01 01:00:00,4317.03000000,4325.00000000,4312.38000000,4320.04000000,2715.72650000
5,2021-11-01 01:15:00,4320.05000000,4320.90000000,4308.83000000,4311.44000000,1717.70160000
6,2021-11-01 01:30:00,4311.27000000,4312.06000000,4296.64000000,4297.82000000,3420.54340000
7,2021-11-01 01:45:00,4297.82000000,4302.70000000,4293.12000000,4293.87000000,2222.75780000
8,2021-11-01 02:00:00,4293.86000000,4306.91000000,4292.16000000,4295.00000000,2136.42000000
9,2021-11-01 02:15:00,4295.01000000,4301.24000000,4202.90000000,4217.09000000,16884.32920000
10,2021-11-01 02:30:00,4217.14000000,4249.14000000,4191.21000000,4228.71000000,9274.73910000
11,2021-11-01 02:45:00,4228.71000000,4241.71000000,4226.03000000,4236.12000000,2718.49170000
12,2021-11-01 03:00:00,4236.14000000,4241.00000000,4216.31000000,4223.73000000,4432.31610000
13,2021-11-01 03:15:00,4223.73000000,4227.89000000,4211.79000000,4218.39000000,3203.68050000
14,2021-11-01 03:30:00,4218.39000000,4230.55000000,4214.54000000,4220.55000000,2052.42500000
15,2021-11-01 03:45:00,4220.83000000,4222.52000000,4175.00000000,4190.66000000,9012.66370000
16,2021-11-01 04:00:00,4191.50000000,4196.45000000,4146.30000000,4194.38000000,15769.29700000
17,2021-11-01 04:15:00,4193.84000000,4213.23000000,4191.14000000,4206.22000000,5077.65120000
18,2021-11-01 04:30:00,4205.79000000,4243.03000000,4205.36000000,4239.19000000,5324.56360000
19,2021-11-01 04:45:00,4239.19000000,4242.12000000,4224.23000000,4226.92000000,3807.52190000
20,2021-11-01 05:00:00,4226.91000000,4239.00000000,4225.00000000,4233.64000000,3658.07400000
21,2021-11-01 05:15:00,4233.64000000,4246.31000000,4231.60000000,4238.15000000,2158.18360000
22,2021-11-01 05:30:00,4238.16000000,4251.54000000,4238.14000000,4251.22000000,3168.48900000
23,2021-11-01 05:45:00,4251.23000000,4252.58000000,4220.00000000,4225.00000000,4596.06050000
24,2021-11-01 06:00:00,4225.00000000,4225.99000000,4203.16000000,4209.00000000,4048.43100000
25,2021-11-01 06:15:00,4208.99000000,4234.21000000,4198.55000000,4232.36000000,3627.54850000
26,2021-11-01 06:30:00,4232.37000000,4259.14000000,4231.96000000,4246.87000000,4299.75600000
27,2021-11-01 06:45:00,4246.87000000,4247.03000000,4231.87000000,4241.99000000,1933.20160000
28,2021-11-01 07:00:00,4241.99000000,4316.71000000,4241.46000000,4307.43000000,13028.31430000
29,2021-11-01 07:15:00,4307.44000000,4320.00000000,4290.55000000,4298.49000000,9344.13730000
30,2021-11-01 07:30:00,4298.50000000,4307.94000000,4283.10000000,4293.61000000,5457.94620000
31,2021-11-01 07:45:00,4293.61000000,4306.68000000,4292.40000000,4302.93000000,3532.82120000
32,2021-11-01 08:00:00,4302.94000000,4324.90000000,4302.93000000,4315.01000000,6500.06440000
33,2021-11-01 08:15:00,4315.00000000,4338.07000000,4311.45000000,4321.76000000,6540.70150000
34,2021-11-01 08:30:00,4321.77000000,4330.00000000,4298.01000000,4304.15000000,4699.60320000
35,2021-11-01 08:45:00,4304.14000000,4314.78000000,4294.52000000,4311.11000000,3298.18510000
36,2021-11-01 09:00:00,4311.11000000,4332.98000000,4310.64000000,4331.51000000,3403.21580000
37,2021-11-01 09:15:00,4331.50000000,4344.41000000,4317.17000000,4323.00000000,5739.46510000
38,2021-11-01 09:30:00,4323.00000000,4337.16000000,4322.40000000,4328.97000000,3484.69380000
